"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2012","Peloponnisos","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kentriki Ellada (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","164.36",""
"2012","Kentriki Ellada (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","5.16",""
"2012","Kentriki Ellada (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Ipeiros (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","12.61",""
"2012","Ipeiros (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.37",""
"2012","Ipeiros (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Ionia Nisia (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.20",""
"2012","Ionia Nisia (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.21",""
"2012","Ionia Nisia (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Dytiki Ellada (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","62.51",""
"2012","Dytiki Ellada (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.99",""
"2012","Dytiki Ellada (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Sterea Ellada (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","68.05",""
"2012","Sterea Ellada (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.62",""
"2012","Sterea Ellada (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Peloponnisos (NUTS 2010)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","19.00",""
"2012","Peloponnisos (NUTS 2010)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.97",""
"2012","Peloponnisos (NUTS 2010)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Attiki","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","7.80",""
"2012","Attiki","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.14",""
"2012","Attiki","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Attiki","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","7.80",""
"2012","Attiki","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.14",""
"2012","Attiki","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Nisia Aigaiou, Kriti","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","10.93",""
"2012","Nisia Aigaiou, Kriti","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.71",""
"2012","Nisia Aigaiou, Kriti","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Nisia Aigaiou","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","9.49",""
"2012","Nisia Aigaiou","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.88",""
"2012","Nisia Aigaiou","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Voreio Aigaio","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1.87",""
"2012","Voreio Aigaio","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.33",""
"2012","Voreio Aigaio","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Notio Aigaio","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","7.62",""
"2012","Notio Aigaio","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.12",""
"2012","Notio Aigaio","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Kriti","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1.44",""
"2012","Kriti","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.26",""
"2012","Kriti","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 1","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Extra-Regio NUTS 2","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Spain","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","6,169.89",""
"2012","Spain","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","445.63",""
"2012","Spain","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Noroeste (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","44.13",""
"2012","Noroeste (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.31",""
"2012","Noroeste (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Galicia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","41.34",""
"2012","Galicia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.25",""
"2012","Galicia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Principado de Asturias","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.39",""
"2012","Principado de Asturias","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.99",""
"2012","Principado de Asturias","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Cantabria","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.41",""
"2012","Cantabria","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.07",""
"2012","Cantabria","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Noreste (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,106.14",""
"2012","Noreste (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","83.90",""
"2012","Noreste (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","País Vasco","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","47.63",""
"2012","País Vasco","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.87",""
"2012","País Vasco","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Comunidad Foral de Navarra","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","203.25",""
"2012","Comunidad Foral de Navarra","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","5.88",""
"2012","Comunidad Foral de Navarra","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","La Rioja","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","52.65",""
"2012","La Rioja","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.45",""
"2012","La Rioja","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2012","Aragón","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","802.61",""
